easting,northing,percent
519202,228646,34
489729,254015,90
338172,190336,83.5
429637,113524,70
436864,360774,64.7
143008,669159,70
544552,239309,67.1
352375,246010,80
535924,220009,43.435345
392648,127507,84
355293,671810,47
541382,128891,89
332488,318704,46
135214,838678,80
546995,126610,63
409791,451184,87
297102,267999,47.9
389484,393438,20
490082,238784,78
454637,375632,72
555529,202125,98.6
392539,322491,80
141124,831984,97.5
524457,259642,96
502398,196175,22.8
344473,255125,90
380532,411596,67
283702,689147,88.65
290554,95808,28
469664,354096,85
484859,186598,83
518081,169141,57
469137,343134,63
429364,542947,85
392254,160048,14
395680,399164,60
432755,101462,83.6
413263,312117,87.2
522005,127282,42.7
332724,128572,76.467
561752,308994,78.6
574451,255283,87
382780,396779,72
577222,161369,62
226223,82005,75
544992,147558,83.6
424604,434094,43
151673,860038,75
238563,372034,74
543393,165331,72.5
556016,141874,42.7
231358,328183,83.6
206981,82171,93
378198,111388,98
539268,170013,80
465543,159468,70
286504,663401,87
244815,87596,14
405977,299569,76
493779,452192,67
206560,88819,48
458297,478732,85
447975,1160324,96.72
327737,674954,50
574105,107586,93
341505,702565,80
412705,847073,91
253419,659795,78
349590,169511,62.3
268875,48578,98
447171,427857,74
413082,407667,43
330482,353677,73
436127,314743,88.2
242883,966062,47
409604,311034,99
241368,123558,75
548309,379968,73
258069,368853,95.6
314726,290036,43
325312,550468,70
232011,73629,64
364153,177939,0.02
488938,316495,87
353088,302022,42.7
384475,260808,99
365028,391436,74
362558,311855,87.5
181436,761685,93
459487,86224,44
306334,343602,84
490344,366035,75
233851,674192,79
513436,347707,93.68
258970,192492,83.4
551456,210173,68
374250,317834,98.67
200838,777112,96
328866,132916,87.49622
499716,167325,92
442179,518160,89.1
253033,57057,78.5
208381,208450,42.7
332188,203001,14
419093,532570,76
423674,362144,81.5
398556,291785,65
534590,125173,73.4
330388,325395,68
266471,699834,64
349513,171550,87.94
435963,286863,83
428471,316539,88.2
365994,378294,14
511708,150621,98
331391,444379,80
449914,354123,73
605285,237261,80
307060,290946,47
248851,845706,85
379767,398224,47.4
189086,209423,97
335031,120788,101
499711,185546,77
302953,274595,70
593409,238101,82
246697,830626,40
418162,438078,84.5
368548,126902,70
411564,298294,85
216652,90717,47
408971,525327,84.928
362758,534694,37
359623,519179,42.7
438972,397973,80
355680,243629,62
503273,176706,99
452322,236870,74.58
373150,164080,42.7
440579,350153,95
501244,147358,53.789
396943,132665,88.1
522170,436234,87.4
303606,138902,58.2
376446,401325,42.7
278200,701275,56
412684,262511,47
291181,182385,62
240275,624819,60
536039,256151,62
383477,183899,76
415405,249040,43
412178,297460,38.76
535592,182951,92
244786,200805,65
336190,658067,86.4
457380,202752,14
337982,115372,62
118621,754859,80
540367,391688,72
340147,280970,14
379935,266337,100
261932,840698,94
588741,304567,87.3
436029,546883,83
455690,283883,50
355832,404675,42.7
417162,556969,90
375593,335940,87
383826,555840,88.2
472057,429563,73.6
388563,356691,34
570806,138593,43
504449,208485,45
583972,251969,101
108315,936022,64
637210,325147,43
384855,365047,42
435684,196697,32
302862,107822,64
432725,379233,88.2
419960,530588,14
395616,405223,47
368656,209858,42.7
392725,276913,83
340050,731194,43
508875,103650,72.8
336855,290613,35
333998,433933,44.4
258960,371885,95
327969,387315,90
396429,390904,53.9
298498,137353,82
598128,311745,90
363970,411597,75
420467,597710,95
470312,312091,82.6
482142,205003,96.476
434561,264271,70
524187,157809,83
626954,146929,97.4
390760,269686,42.7
274014,43125,46
438260,511186,60
425580,558997,43
449136,84313,87.5
414694,328581,86.7
326335,243947,42.7
575056,283355,46.83
432334,549918,60
447596,517414,74.2
386101,354849,51
432315,398885,83.7
311581,166707,88
436509,302568,37
354195,396905,71
416161,465669,37
430820,274777,87
530753,393293,86
223751,336713,62
307712,87361,0
296319,660738,50
322764,198935,99
510287,255236,80.96
174950,713527,101
354610,307791,43
432551,420286,26
408922,112363,61.9
601301,302209,45
353928,323406,14
496590,176569,90
533641,223302,97
240365,61443,78
433999,363801,94.3571
392770,153377,80
271865,874634,43
528584,262883,14
320656,668439,83.7
425936,547579,83
115853,896243,25
179504,226969,64.38
369601,124722,87.4
212397,536847,80
156196,936568,78
211606,222049,73.6
389602,185926,73
443214,354009,72.81
363931,287862,67
349773,433685,80
534076,181483,43
333153,636705,89
414749,167746,97.3
294373,283900,84
530107,317285,54
474556,261040,90
510686,212461,43
408154,569422,62
420036,459592,88
351811,113531,73
434565,409087,75.2
449978,423958,62
612066,133439,42.7
403726,182799,43.2
344191,523844,87.3
532227,379401,54
348030,132741,42.7
461073,304777,87
456455,100377,87
497745,179819,43
516213,300567,84
450731,195053,42.7
463453,522304,50
591711,159368,45
420508,427494,43
395567,289457,47
312317,968119,90
262854,677740,43
488759,205608,74
438793,116019,72
478572,152869,53
580591,240455,98
545034,260760,63
433420,380500,87.6
350371,365135,90
290517,664406,83
419237,464258,14
326888,686894,98
347908,460275,43
194140,54548,90
329052,190465,67.7
287291,935657,63.4
601461,144548,73
326303,115241,43
612685,266363,80
290904,679509,90
409704,283387,48
370470,174869,42.7
332936,361212,85.45
462158,304314,83
431572,114266,43
384175,425802,78
394056,420734,98
456844,77631,63.7555
501689,126773,97.6
434214,516784,79.8
382412,210833,93
409295,92175,79.84
457052,310831,90
484981,448132,98.7
334606,483493,92.7
500324,198850,64
411781,571110,43
380672,370171,96.37
318024,842986,48
500607,221913,63.5
322684,1015872,67
422625,127970,67.33
513561,219285,99
327464,675420,43
420038,377920,47.5
334398,943974,70
628825,156825,72
604452,277976,84.932
340616,155048,98
485937,146532,73.6
435999,290597,87
402852,272631,83
352632,160148,80
284061,719191,75
330216,188502,34
351138,635115,67.3
508169,192413,39
466441,521289,47
393551,324207,13
444142,401560,75
376036,427946,64
300968,681381,46.83
354929,244879,43
428428,282680,42.74
337876,545561,46.83
393871,408853,46.83
404516,276612,65
328323,247113,42.7
433780,243525,67
335872,498332,67
417055,483613,27
519234,434596,82
595310,157641,98
279412,205061,77
227585,115618,69
357095,433709,42.7
261810,138154,48.3
280256,374338,74
438840,1111751,71.8
259702,197638,68
307146,382164,69
544071,355897,42.7
580651,219873,30
623010,153890,82
550633,197780,100
367789,183579,42.7
626710,254920,92
306085,173947,67
309482,683643,68.26
559012,320303,74
163522,32241,87
337950,287734,87.5
281239,102598,62
285477,252748,43
495068,279352,43
603484,284807,87
180023,659674,43
218696,680809,82.7
376722,387974,83.956436
638295,262951,99.99999
510106,165657,43
356524,131602,79
302111,504158,79
381940,103616,42.7
590078,312058,73.6
439009,114928,99
477877,389909,47
378730,245680,62
387942,439784,42.7
261985,96150,73.6
537853,377218,57
515028,274511,65.3
517890,246591,67
400713,583304,38
324038,669813,90
435937,405731,37
255965,669729,68.42
75396,820029,80
517956,165981,43
546068,355644,77
526865,264554,40
164629,770058,87
362929,353937,86
435646,389141,84
501637,166078,67.5
214313,207140,74.6
377011,92001,83
507190,399133,62
368975,251998,76.9
491435,227712,83
430401,311955,74
505968,244024,95
421109,407375,99.99
325705,1027494,43
329670,136982,67
431903,420918,62
435535,565586,43
448748,128599,74
277248,72724,42.7
291074,121355,95
329809,101992,71
387531,145032,62
378808,112673,78
189697,739315,83
290915,181881,80
412805,842121,42
492660,106096,72
373245,196561,101
527945,220607,75
635869,277859,85
352659,143269,62
255084,138621,63
194157,649940,89
459462,307000,90
358297,372905,63.27
406573,380862,83
348506,460211,80
479798,244446,87.2
540984,264434,95
400721,501954,100
451992,1179464,90
306221,190743,42.7
341534,1019873,87
446362,161996,82.7
426479,218323,80
530671,324121,85
444575,216778,14
261496,686980,89
512901,272798,67.48
394987,549014,75
344980,190487,97
352174,343179,89
435428,385928,63
524301,326748,64.334236
499224,166720,78
619379,335762,80
301942,289193,78
255512,363942,98.2
324844,307603,97
321970,192999,96.3
365121,558723,98
621985,337000,87.6
560309,122269,54
457999,227027,35
431540,245944,80
342586,317589,94.4
487646,243932,77
546873,382113,85
345602,205626,82
324024,217966,78
560936,111609,87
343608,322531,83.4
469137,167247,42.7
419204,421812,43
400961,137528,75
335758,627657,84.6
207913,61077,42.7
379745,454605,80
246300,126208,76.43
481093,338563,88.2
490162,251305,5
240769,73488,43
372096,430858,89
269043,213111,87.3
448190,139690,75
414639,360238,63
400303,408434,94.3
339446,121432,44
306016,368442,99
528479,181623,73.6
432640,97439,47.8
329980,119539,62.37
348602,636145,97
447526,168484,63
504977,191652,98
355035,852447,43
340404,384407,67
611251,166292,83
265437,44300,42.7
235812,376501,63
263009,277371,57
416546,521969,99
484921,155411,42
286861,188969,88.2
350204,448796,90
417020,585874,70
549402,179125,68
391198,438787,99
413980,562735,43
542889,293431,60
385118,435719,56.4
547537,199293,73.2
330262,312404,67
293143,654930,72
327414,700904,43
436893,292988,68
552179,205365,59
235334,778194,91
404744,481273,73
459825,205675,97
394719,296275,62.3
459679,414302,78
464172,257654,86
265186,197632,87.95
375923,310990,42.7
521125,179251,85
442876,549295,74.3
468683,312941,80
330504,203407,88.2
145895,936874,43
448279,218159,76
434890,347457,83.2
392168,295378,70
435758,360816,43
335069,497455,68
563840,255490,87
207480,241918,86.5
395689,221710,80
471427,138932,86.47
323178,260556,34.6
403952,441563,85
419377,528919,42.7
386015,163270,43
327639,959823,19.73
295192,712952,89
524029,432457,76.2
344904,310249,88.2
266364,844396,47.258
354719,815712,77.35
297101,669591,43
266343,671832,78
323556,315778,92.5
460276,323506,67
397481,235717,74
334880,608149,65
356089,113614,73.6
594441,156631,79
354773,757710,67
374844,336100,78
521759,367708,73
605861,280930,86
342628,759085,49.3
295027,196004,43
331166,665687,76.2
410015,200934,95
408124,435820,72.4
379603,144387,68
337450,106376,67.3
307310,648151,73.6
398042,153896,83
449199,207643,76
389662,104081,80
189403,61398,90
248377,858155,95
307137,121470,80
577316,130477,46
556965,264209,95
570135,212982,78
349945,470608,74
189631,225691,87.3
252354,665238,41
363125,267608,79.48
618276,244532,93
339808,227641,83.3
489280,267922,73
290436,332240,76
365571,798831,37.9
389629,85898,98.69754
259573,662549,80
262205,379733,14
318209,131669,78.9
422920,274561,23.5
75896,837333,43
504915,249833,75
402578,228342,56.987
542406,170823,87.3
136464,695029,42.7
148398,841360,90
437303,357888,90
285415,194716,55
326416,702015,90
462399,1212975,86.2
388694,830762,87.34
317914,535448,43
385903,779023,37.5
433129,383420,27
520738,371441,86
494138,301945,14
610162,129291,87
424315,468723,88
364193,742332,80
160792,31318,42.74
589899,255170,53
437318,423637,78
561384,131312,42.7
581525,109327,87
401218,382506,87.6
500634,154494,69
334646,730223,83
308970,133390,78.3
251038,838180,42.578987
598935,297503,72
158600,809967,43
627884,305330,93
318870,360676,53
300439,112780,99
360644,410672,87
421499,312229,67.43
498001,151562,99
210592,664176,80
442119,159948,42.7
385212,203303,88.9
261251,694911,87
459124,110923,37
379655,411488,78
237053,242027,47.6
579953,263689,80
63043,797262,86
508544,218099,43
380567,799970,68
311767,379565,30
387023,429363,62.6
557634,103565,83
356591,242613,57
445348,205774,88.2
438000,420383,101
420912,304009,43
382406,392228,88.2
428671,516322,84.8
358231,557472,80
494360,222365,99
369748,450510,72.333
209660,82241,14
519291,170298,73.6
542093,110209,78.603
522088,150820,43
399382,451648,73.6
453729,445873,62
323986,937227,42.7
393984,497682,66
632236,157426,65
371411,305040,14
402198,80860,32
418072,436056,42.7
338412,431853,98
301396,645813,42.7
291140,144519,90
228211,230326,82
424371,225844,98
395804,289698,100
386986,211240,68.6
428677,442498,56
257736,674864,62
362379,164318,43
455028,439194,90
374210,804515,43
344978,731548,90
142252,779382,42.7
580560,221560,93.87
566385,148280,80
409002,188236,67.5
487701,133156,55
348831,244782,25
416773,430710,87
347225,345812,60
372005,1042272,92
335480,188868,48
480546,287685,95.3
499080,247361,87.3
436251,113140,80
585220,267055,87
384865,414980,43
573484,112432,80
612975,316827,43
384727,276000,47
364349,313423,94.5
387935,209357,84.218
477967,357477,99
511073,196366,99
423654,327717,90
259614,669379,43
360077,478284,95
303088,664218,99
312203,629727,99
314533,116213,80
296961,280070,80
363393,421974,80
296756,672390,43
300040,680343,73.6
545848,391646,47.3
375173,351594,76
440787,1121076,43
274123,201438,84
396092,299289,42.7523
559196,223989,75
285620,723681,47.2
492313,198912,45
184957,228566,80
250550,356735,90
318523,701558,58.4
562288,214831,43
364535,265169,71
355091,217597,14
542213,262352,97
258113,893545,85
634399,241648,80
507123,156650,88.8
592052,227345,84
557101,138147,97.2
493923,138009,76
265109,654123,87
360332,179243,43
291914,92560,86
447529,377276,43
323081,537197,42
239354,59699,43
255989,92404,66
434828,258591,78
355169,431212,48
180679,224492,78.54
140482,29686,76.9
184713,681196,80
497187,208795,87
372025,123285,48
465618,169086,80
357223,168717,43
182359,38522,46
494493,428023,90
477565,509048,46
630852,143241,70
422118,302308,43
513594,165636,87
395074,192611,42.7
412446,449191,67
462195,235808,71
341466,395143,70
302457,190692,93.657
421134,183476,95
485512,103362,43
501732,208917,43
568937,299983,15.5
288610,146698,87
311490,133955,78
581657,339175,80
269191,865355,94
447600,339515,37
347296,256629,83
426470,334381,69
434085,388063,83
441954,276059,98
480544,234193,43
440273,471144,64.7
369313,304303,68.66
455540,161918,78.6
521509,116140,87
516893,177111,87
612785,151600,42.7
367683,293070,43
322979,738530,88
536102,236000,34.56
407057,432360,67
177903,38911,46.83
381892,402683,46.83
116370,844333,63
540408,190248,73
359819,120197,96.2
359883,133869,72
416593,114171,50
569832,217167,56
395084,575520,73
307871,247394,74
304265,535514,88
589985,191902,14
457530,321802,98
